PERMNO,SecInfoStartDt,SecInfoEndDt,SecurityBegDt,SecurityEndDt,SecurityHdrFlg,HdrCUSIP,HdrCUSIP9,CUSIP,CUSIP9,PrimaryExch,ConditionalType,ExchangeTier,TradingStatusFlg,SecurityNm,ShareClass,USIncFlg,IssuerType,SecurityType,SecuritySubType,ShareType,SecurityActiveFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,Ticker,TradingSymbol,PERMCO,SICCD,NAICS,ICBIndustry,NASDCompno,NASDIssuno,IssuerNm,YYYYMMDD,DlyCalDt,DlyDelFlg,DlyPrc,DlyPrcFlg,DlyCap,DlyCapFlg,DlyPrevPrc,DlyPrevPrcFlg,DlyPrevDt,DlyPrevCap,DlyPrevCapFlg,DlyRet,DlyRetx,DlyRetI,DlyRetMissFlg,DlyRetDurFlg,DlyOrdDivAmt,DlyNonOrdDivAmt,DlyFacPrc,DlyDistRetFlg,DlyVol,DlyClose,DlyLow,DlyHigh,DlyBid,DlyAsk,DlyOpen,DlyNumTrd,DlyMMCnt,DlyPrcVol,ShrStartDt,ShrEndDt,ShrOut,ShrSource,ShrFacType,ShrAdrFlg,DisExDt,DisSeqNbr,DisOrdinaryFlg,DisType,DisFreqType,DisPaymentType,DisDetailType,DisTaxType,DisOrigCurType,DisDivAmt,DisFacPr,DisFacShr,DisDeclareDt,DisRecordDt,DisPayDt,DisPERMNO,DisPERMCO,vwretd,vwretx,ewretd,ewretx,sprtrn
14008,20190912,20221230,19830617,20221230,Y,03116210,031162100,03116210,031162100,Q,RW,S,A,AMGEN INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AMGN,AMGN,216,2830,325414,HEALTH,60000215,298,AMGEN INC,20221215,20221215,N,266.1400,TR,"142,006,715.06",BP,271.1300,TR,20221214,"144,669,274.27",PB,-0.018404,-0.018404,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3182958.00,266.1400,263.4500,271.1200,266.1700,266.2800,270.4400,"66,736",60,"847,112,442.1",20221031,20221230,"533,579",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
14541,20210401,20221230,19251231,20221230,Y,16676410,166764100,16676410,166764100,N,RW,N/A,A,CHEVRON CORP NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CVX,CVX,20440,5541,447190,ENERGY,0,0,CHEVRON CORP NEW,20221215,20221215,N,171.0400,TR,"330,729,614.56",BP,172.3300,TR,20221214,"333,224,008.87",PB,-0.007486,-0.007486,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7273274.00,171.0400,168.0550,171.3724,170.9700,171.0000,170.6000,,,"1,244,020,785.0",20221130,20221229,"1,933,639",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
14593,20171228,20221230,19801212,20221230,Y,03783310,037833100,03783310,037833100,Q,RW,S,A,APPLE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AAPL,AAPL,7,3571,334220,TECH,60000006,8,APPLE INC,20221215,20221215,N,136.5000,TR,"2,171,458,107.00",BP,143.2100,TR,20221214,"2,278,201,578.78",PB,-0.046854,-0.046854,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,98851514.00,136.5000,136.0250,141.8000,136.4800,136.4900,141.1100,"881,651",60,"13,493,231,661.0",20221014,20221230,"15,908,118",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
18163,20210414,20221230,19290812,20221230,Y,74271810,742718109,74271810,742718109,N,RW,N/A,A,PROCTER & GAMBLE CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,PG,PG,21446,2844,325620,CONSTAP,0,0,PROCTER & GAMBLE CO,20221215,20221215,N,151.1100,TR,"358,084,913.67",BP,152.8400,TR,20221214,"362,184,489.48",PB,-0.011319,-0.011319,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7117943.00,151.1100,149.7400,152.0000,151.2300,151.2400,151.7200,,,"1,075,592,366.7",20221130,20221229,"2,369,697",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
18428,20191223,20221230,20190402,20221230,Y,26055710,260557103,26055710,260557103,N,RW,N/A,A,DOW INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DOW,DOW,56668,2821,325211,BASMAT,0,0,DOW INC,20221215,20221215,N,49.5300,TR,"34,857,183.27",BP,51.3600,TR,20221214,"36,145,062.24",PB,-0.035631,-0.035631,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,6190299.00,49.5300,49.3600,50.5615,49.5100,49.5300,50.4600,,,"306,605,509.5",20221130,20221229,"703,759",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
18542,20170126,20221230,19291202,20221230,Y,14912310,149123101,14912310,149123101,N,RW,N/A,A,CATERPILLAR INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CAT,CAT,20408,3531,333120,INDL,0,0,CATERPILLAR INC,20221215,20221215,N,230.6600,TR,"120,037,539.94",BP,234.4800,TR,20221214,"122,025,502.32",PB,-0.016291,-0.016291,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2953761.00,230.6600,227.7200,232.9300,230.5900,230.6000,232.1600,,,"681,314,512.3",20221130,20221229,"520,409",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
19502,20141231,20221230,19340215,20221230,Y,93142710,931427108,93142710,931427108,Q,RW,S,A,WALGREENS BOOTS ALLIANCE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,WBA,WBA,21881,5912,446110,CONSTAP,60020528,27423,WALGREENS BOOTS ALLIANCE INC,20221215,20221215,N,39.5300,TR,"34,186,057.89",BP,40.6300,TR,20221214,"35,137,352.19",PB,-0.027074,-0.027074,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5684695.00,39.5300,39.3300,40.2800,39.5200,39.5300,40.1500,"53,504",55,"224,715,993.4",20220930,20221230,"864,813",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
19561,20090327,20221230,19340905,20221230,Y,09702310,097023105,09702310,097023105,N,RW,N/A,A,BOEING CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,BA,BA,20315,3721,336411,INDL,0,0,BOEING CO,20221215,20221215,N,183.7200,TR,"109,493,996.76",BP,188.2500,TR,20221214,"112,193,799.75",PB,-0.024064,-0.024064,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5347787.00,183.7200,181.2801,187.9750,183.7200,183.7300,186.2500,,,"982,495,427.6",20221130,20221229,"595,983",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
22111,20211221,20221230,19440925,20221230,Y,47816010,478160104,47816010,478160104,N,RW,N/A,A,JOHNSON & JOHNSON; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,JNJ,JNJ,21018,3841,339112,HEALTH,0,0,JOHNSON & JOHNSON,20221215,20221215,N,177.4900,TR,"464,044,765.16",BP,179.7600,TR,20221214,"469,979,643.84",PB,-0.012628,-0.012628,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7602616.00,177.4900,176.4000,179.8400,177.4900,177.5000,179.2000,,,"1,349,388,313.8",20221130,20221229,"2,614,484",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
22592,20220705,20221230,19460114,20221230,Y,88579Y10,88579Y101,88579Y10,88579Y101,N,RW,N/A,A,3M CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MMM,MMM,21205,3999,339999,INDL,0,0,3M CO,20221215,20221215,N,122.3800,TR,"67,644,688.34",BP,126.0900,TR,20221214,"69,695,364.87",PB,-0.029423,-0.029423,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3336730.00,122.3800,121.7500,125.0800,122.3400,122.3500,124.7900,,,"408,349,017.4",20221130,20221229,"552,743",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
22752,20091104,20221230,19460515,20221230,Y,58933Y10,58933Y105,58933Y10,58933Y105,N,RW,N/A,A,MERCK & CO INC NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MRK,MRK,21188,2834,325412,HEALTH,0,0,MERCK & CO INC NEW,20221215,20221215,N,109.6300,TR,"277,955,463.48",BP,111.5500,TR,20221214,"282,823,423.80",PB,-0.017212,-0.017212,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,9871439.00,109.6300,109.2278,110.7735,109.6500,109.6600,110.2400,,,"1,082,205,857.6",20221130,20221229,"2,535,396",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
26403,20210301,20221230,19571112,20221230,Y,25468710,254687106,25468710,254687106,N,RW,N/A,A,DISNEY WALT CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DIS,DIS,20587,4833,515120,CONDIS,0,0,DISNEY WALT CO,20221215,20221215,N,90.4900,TR,"165,016,840.08",BP,94.1500,TR,20221214,"171,691,186.80",PB,-0.038874,-0.038874,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,15957669.00,90.4900,90.1150,93.1200,90.5300,90.5400,92.4700,,,"1,444,009,467.8",20221130,20221229,"1,823,592",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
43449,20190912,20221230,19660705,20221230,Y,58013510,580135101,58013510,580135101,N,RW,N/A,A,MCDONALDS CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MCD,MCD,21177,5812,722511,CONDIS,0,0,MCDONALDS CORP,20221215,20221215,N,271.7300,TR,"199,021,573.52",BP,274.5300,TR,20221214,"201,072,360.72",PB,-0.010199,-0.010199,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2735847.00,271.7300,269.2100,274.3799,271.7300,271.7400,273.7900,,,"743,411,705.3",20221130,20221229,"732,424",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
47896,20160804,20221230,19690305,20221230,Y,46625H10,46625H100,46625H10,46625H100,N,RW,N/A,A,JPMORGAN CHASE & CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,JPM,JPM,20436,6021,522110,FINL,0,0,JPMORGAN CHASE & CO,20221215,20221215,N,130.1000,TR,"381,609,970.50",BP,133.4100,TR,20221214,"391,318,879.05",PB,-0.024811,-0.024811,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,12090286.00,130.1000,129.0500,132.0800,130.1800,130.2000,131.1450,,,"1,572,946,208.6",20221130,20221229,"2,933,205",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
55976,20201118,20221230,19721120,20221230,Y,93114210,931142103,93114210,931142103,N,RW,N/A,A,WALMART INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,WMT,WMT,21880,5311,452210,CONDIS,0,0,WALMART INC,20221215,20221215,N,145.3600,TR,"394,541,635.68",BP,146.6700,TR,20221214,"398,097,287.46",PB,-0.008932,-0.008932,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5839323.00,145.3600,143.6300,146.4200,145.3600,145.3700,145.5800,,,"848,803,991.3",20221130,20221229,"2,714,238",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
57665,20120629,20221230,19801202,20221230,Y,65410610,654106103,65410610,654106103,N,RW,N/A,A,NIKE INC; COM B; CONS,B,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,NKE,NKE,3194,3021,316210,CONDIS,60003193,4061,NIKE INC,20221215,20221215,N,108.5100,TR,"136,688,744.88",BP,111.4500,TR,20221214,"140,392,227.60",PB,-0.026380,-0.026380,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7502121.00,108.5100,107.7300,109.6200,108.5300,108.5400,109.1900,,,"814,055,149.7",20221130,20221229,"1,259,688",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
59176,20210405,20221230,19721214,20221230,Y,02581610,025816109,02581610,025816109,N,RW,N/A,A,AMERICAN EXPRESS CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AXP,AXP,90,6141,522291,INDL,60000089,126,AMERICAN EXPRESS CO,20221215,20221215,N,150.2200,TR,"112,249,341.26",BP,154.1100,TR,20221214,"115,156,077.63",PB,-0.025242,-0.025242,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4284799.00,150.2200,146.4700,152.2800,150.1500,150.1600,151.6500,,,"643,662,505.8",20221130,20221229,"747,233",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
59328,20080627,20221230,19721214,20221230,Y,45814010,458140100,45814010,458140100,Q,RW,S,A,INTEL CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,INTC,INTC,2367,3679,334413,TECH,60002366,3017,INTEL CORP,20221215,20221215,N,27.1500,TR,"112,048,050.00",BP,28.2600,TR,20221214,"116,629,020.00",PB,-0.039278,-0.039278,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,45445867.00,27.1500,27.1200,28.0000,27.1700,27.1800,27.9400,"220,993",64,"1,233,855,289.1",20220930,20221230,"4,127,000",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
59459,20090327,20221230,19721214,20221230,Y,89417E10,89417E109,89417E10,89417E109,N,RW,N/A,A,TRAVELERS COMPANIES INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,TRV,TRV,4293,6331,524126,FINL,60004292,5448,TRAVELERS COMPANIES INC,20221215,20221215,N,183.5700,TR,"43,019,262.36",BP,186.6400,TR,20221214,"43,738,710.72",PB,-0.016449,-0.016449,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,1241804.00,183.5700,182.9400,185.9100,183.6500,183.6800,185.5200,,,"227,957,960.3",20221130,20221229,"234,348",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
65875,20220404,20221230,19840216,20221230,Y,92343V10,92343V104,92343V10,92343V104,N,RW,N/A,A,VERIZON COMMUNICATIONS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,VZ,VZ,20288,4813,517911,TELECOM,0,0,VERIZON COMMUNICATIONS INC,20221215,20221215,N,37.7700,TR,"158,627,088.09",BP,37.4500,TR,20221214,"157,283,146.65",PB,0.008545,0.008545,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,33012533.00,37.7700,37.6600,38.3390,37.7500,37.7600,37.7500,,,"1,246,883,371.4",20221130,20221229,"4,199,817",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
66181,20140225,20221230,19810922,20221230,Y,43707610,437076102,43707610,437076102,N,RW,N/A,A,HOME DEPOT INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HD,HD,5085,5211,444110,CONDIS,60005082,6406,HOME DEPOT INC,20221215,20221215,N,327.6000,TR,"333,885,333.60",BP,333.4300,TR,20221214,"339,827,187.98",PB,-0.017485,-0.017485,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5057631.00,327.6000,323.3705,330.0200,327.5100,327.5700,329.4400,,,"1,656,879,915.6",20221130,20221229,"1,019,186",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
76076,20140213,20221230,19900216,20221230,Y,17275R10,17275R102,17275R10,17275R102,Q,RW,S,A,CISCO SYSTEMS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CSCO,CSCO,10486,3674,334118,TELECOM,60010404,14115,CISCO SYSTEMS INC,20221215,20221215,N,48.1500,TR,"197,805,159.45",BP,49.3000,TR,20221214,"202,529,477.90",PB,-0.023327,-0.023327,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,19255094.00,48.1500,47.7400,49.0500,48.1600,48.1700,48.9600,"140,206",63,"927,132,776.1",20221117,20221230,"4,108,103",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
86868,20140107,20221230,19990504,20221230,Y,38141G10,38141G104,38141G10,38141G104,N,RW,N/A,A,GOLDMAN SACHS GROUP INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,GS,GS,35048,6211,523120,FINL,0,0,GOLDMAN SACHS GROUP INC,20221215,20221215,N,349.8300,TR,"118,464,682.05",BP,360.3800,TR,20221214,"122,037,281.30",PB,-0.029275,-0.029275,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3164047.00,349.8300,347.9400,356.1050,349.9900,350.1800,354.4800,,,"1,106,878,562.0",20221130,20221229,"338,635",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
90215,20220404,20221230,20040623,20221230,Y,79466L30,79466L302,79466L30,79466L302,N,RW,N/A,A,SALESFORCE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CRM,CRM,45288,7372,511210,TECH,0,0,SALESFORCE INC,20221215,20221215,N,130.4400,TR,"130,440,000.00",BP,134.7500,TR,20221214,"134,750,000.00",PB,-0.031985,-0.031985,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,10810351.00,130.4400,129.6800,134.1150,130.5100,130.5200,131.6700,,,"1,410,102,184.4",20221130,20221229,"1,000,000",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
92611,20201127,20221230,20080319,20221230,Y,92826C83,92826C839,92826C83,92826C839,N,RW,N/A,A,VISA INC; COM A; CONS,A,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,V,V,52983,7389,561499,INDL,0,0,VISA INC,20221215,20221215,N,207.9100,TR,"338,512,616.79",BP,213.3200,TR,20221214,"347,321,011.08",PB,-0.025361,-0.025361,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,10833163.00,207.9100,206.8200,211.8200,208.3100,208.3500,209.6000,,,"2,252,322,919.3",20221130,20221229,"1,628,169",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
92655,20080627,20221230,19841017,20221230,Y,91324P10,91324P102,91324P10,91324P102,N,RW,N/A,A,UNITEDHEALTH GROUP INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,UNH,UNH,7267,6324,524114,HEALTH,60007233,9402,UNITEDHEALTH GROUP INC,20221215,20221215,N,527.6800,TR,"493,037,280.32",BP,538.3600,TR,20221214,"503,016,127.64",PB,-0.019838,-0.019838,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2964503.00,527.6800,525.4700,534.0700,528.1100,528.1300,533.9900,,,"1,564,308,943.0",20221130,20221229,"934,349",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.024075,-0.024209,-0.017985,-0.018183,-0.024922
10107,20080627,20221230,19860313,20221230,Y,59491810,594918104,59491810,594918104,Q,RW,S,A,MICROSOFT CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MSFT,MSFT,8048,7370,511210,TECH,60008001,10539,MICROSOFT CORP,20221216,20221216,N,244.6900,TR,"1,824,034,998.37",BP,249.0100,TR,20221215,"1,856,238,321.73",PB,-0.017349,-0.017349,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,94651273.00,244.6900,243.5100,249.8400,243.8400,244.0500,248.5500,"391,512",61,"23,160,219,990.4",20221020,20221230,"7,454,473",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
10145,20221013,20221230,19251231,20221230,Y,43851610,438516106,43851610,438516106,Q,RW,S,A,HONEYWELL INTERNATIONAL INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HON,HON,22168,3724,336412,INDL,60018933,25476,HONEYWELL INTERNATIONAL INC,20221216,20221216,N,209.7400,TR,"141,012,816.28",BP,208.9700,TR,20221215,"140,495,128.34",PB,0.003685,0.003685,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7110237.00,209.7400,206.2300,210.2900,209.7200,209.7300,207.3500,"72,105",48,"1,491,301,108.4",20221013,20221230,"672,322",NC,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
11308,20080627,20221230,19251231,20221230,Y,19121610,191216100,19121610,191216100,N,RW,N/A,A,COCA COLA CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,KO,KO,20468,2086,312111,CONSTAP,0,0,COCA COLA CO,20221216,20221216,N,62.7500,TR,"271,363,190.75",BP,63.1100,TR,20221215,"272,920,015.43",PB,-0.005704,-0.005704,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,33631530.00,62.7500,62.3250,63.1400,62.7500,62.7600,62.7500,,,"2,110,378,507.5",20221130,20221229,"4,324,513",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
12490,20211203,20221230,19251231,20221230,Y,45920010,459200101,45920010,459200101,N,RW,N/A,A,INTERNATIONAL BUSINESS MACHS COR; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,IBM,IBM,20990,3571,334111,TECH,0,0,INTERNATIONAL BUSINESS MACHS COR,20221216,20221216,N,140.1600,TR,"126,722,300.16",BP,142.3600,TR,20221215,"128,711,377.36",PB,-0.015454,-0.015454,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,9834427.00,140.1600,138.9700,141.9150,140.0400,140.0500,141.2500,,,"1,378,393,288.3",20221130,20221229,"904,126",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
14008,20190912,20221230,19830617,20221230,Y,03116210,031162100,03116210,031162100,Q,RW,S,A,AMGEN INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AMGN,AMGN,216,2830,325414,HEALTH,60000215,298,AMGEN INC,20221216,20221216,N,267.4100,TR,"142,684,360.39",BP,266.1400,TR,20221215,"142,006,715.06",PB,0.004772,0.004772,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,8739757.00,267.4100,264.3100,267.9800,267.2900,267.3600,264.9500,"63,946",60,"2,337,098,419.4",20221031,20221230,"533,579",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
14541,20210401,20221230,19251231,20221230,Y,16676410,166764100,16676410,166764100,N,RW,N/A,A,CHEVRON CORP NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CVX,CVX,20440,5541,447190,ENERGY,0,0,CHEVRON CORP NEW,20221216,20221216,N,168.7200,TR,"326,243,572.08",BP,171.0400,TR,20221215,"330,729,614.56",PB,-0.013564,-0.013564,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,23876042.00,168.7200,167.1000,170.1500,168.9800,169.0000,168.5300,,,"4,028,365,806.2",20221130,20221229,"1,933,639",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
14593,20171228,20221230,19801212,20221230,Y,03783310,037833100,03783310,037833100,Q,RW,S,A,APPLE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AAPL,AAPL,7,3571,334220,TECH,60000006,8,APPLE INC,20221216,20221216,N,134.5100,TR,"2,139,800,952.18",BP,136.5000,TR,20221215,"2,171,458,107.00",PB,-0.014579,-0.014579,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,160031047.00,134.5100,133.7300,137.6500,134.5100,134.5500,136.6850,"823,701",60,"21,525,776,132.0",20221014,20221230,"15,908,118",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
18163,20210414,20221230,19290812,20221230,Y,74271810,742718109,74271810,742718109,N,RW,N/A,A,PROCTER & GAMBLE CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,PG,PG,21446,2844,325620,CONSTAP,0,0,PROCTER & GAMBLE CO,20221216,20221216,N,150.4400,TR,"356,497,216.68",BP,151.1100,TR,20221215,"358,084,913.67",PB,-0.004434,-0.004434,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,19966410.00,150.4400,149.0200,151.0700,150.3400,150.3500,150.3600,,,"3,003,746,720.4",20221130,20221229,"2,369,697",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
18428,20191223,20221230,20190402,20221230,Y,26055710,260557103,26055710,260557103,N,RW,N/A,A,DOW INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DOW,DOW,56668,2821,325211,BASMAT,0,0,DOW INC,20221216,20221216,N,49.8000,TR,"35,047,198.20",BP,49.5300,TR,20221215,"34,857,183.27",PB,0.005451,0.005451,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,8969096.00,49.8000,48.8800,49.9700,49.7800,49.7900,49.2200,,,"446,660,980.8",20221130,20221229,"703,759",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
18542,20170126,20221230,19291202,20221230,Y,14912310,149123101,14912310,149123101,N,RW,N/A,A,CATERPILLAR INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CAT,CAT,20408,3531,333120,INDL,0,0,CATERPILLAR INC,20221216,20221216,N,232.7200,TR,"121,109,582.48",BP,230.6600,TR,20221215,"120,037,539.94",PB,0.008931,0.008931,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7610743.00,232.7200,228.0500,233.2150,232.6100,232.6200,228.6300,,,"1,771,172,111.0",20221130,20221229,"520,409",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.010349,-0.010472,-0.007406,-0.007689,-0.011138
